HCPCS Code,Rate
L1952NU,$803.50
L1952RR,$61.81
L1952UE,$602.63
L1960,$374.18
L1970,$480.27
L1971,$302.26
L1980,$247.71
L1990,$300.85
L2000,$684.59
L2005,"$2,643.02"
L2006,"$34,733.21"
L2006NU,"$34,733.21"
L2006RR,"$2,671.79"
L2010,$624.06
L2020,$788.10
L2030,$683.75
L2034,"$1,321.36"
L2035,$112.41
L2036,"$1,252.24"
L2037,"$1,124.18"
L2038,$964.99
L2040,$119.83
L2050,$321.52
L2060,$391.87
L2070,$90.76
L2080,$242.77
L2090,$295.95
L2106,$458.91
L2108,$721.14
L2112,$314.97
L2114,$391.76
L2116,$480.49
L2126,$808.21
L2128,"$1,157.35"
L2132,$544.46
L2134,$652.79
L2136,$798.19
L2180,$79.04
L2182,$61.86
L2184,$83.61
L2186,$101.61
L2188,$202.21
L2190,$58.94
L2192,$240.65
L2200,$32.09
L2210,$45.37
L2220,$55.28
L2230,$51.80
L2232,$63.10
L2240,$56.44
L2250,$239.83
L2260,$135.30
L2265,$79.49
L2270,$36.25
L2275,$84.65
L2280,$305.63
L2300,$181.72
L2310,$83.03
L2320,$138.87
L2330,$265.10
L2335,$153.33
L2340,$301.65
L2350,$601.41
L2360,$34.92
L2370,$173.26
L2375,$76.26
L2380,$83.09
L2385,$90.41
L2387,$111.70
L2390,$73.89
L2395,$105.60
L2397,$75.86
L2405,$56.22
L2415,$78.32
L2425,$92.43
L2430,$92.43
L2492,$68.83
L2500,$212.93
L2510,$490.26
L2520,$310.93
L2525,$822.75
L2526,$462.30
L2530,$158.59
L2540,$285.36
L2550,$193.85
L2570,$321.48
L2580,$313.25
L2600,$138.61
L2610,$163.91
L2620,$180.47
L2622,$206.98
L2624,$223.50
L2627,"$1,157.05"
L2628,"$1,130.79"
L2630,$167.19
L2640,$214.72
L2650,$81.00
L2660,$125.80
L2670,$115.14
L2680,$105.63
L2750,$56.42
L2755,$84.25
L2760,$41.01
L2768,$84.01
L2780,$45.68
L2785,$21.39
L2795,$57.35
L2800,$72.00
L2810,$52.72
L2820,$58.61
L2830,$63.41
L2840,$29.49
L2850,$41.79
L2861,$120.25
L3000,$202.56
L3001,$85.28
L3002,$104.15
L3003,$112.36
L3010,$112.36
L3020,$127.94
L3030,$49.20
L3031,$79.78
L3040,$30.35
L3050,$30.35
L3060,$47.56
L3070,$20.49
L3080,$20.49
L3090,$26.27
L3100,$27.88
L3140,$57.42
L3150,$52.49
L3160,$125.00
L3161,$125.00
L3161NU,$125.00
L3161RR,$9.61
L3170,$32.81
L3201,$41.47
L3202,$53.37
L3203,$43.33
L3204,$48.55
L3206,$51.90
L3207,$42.68
L3208,$45.80
L3209,$39.11
L3211,$23.85
L3212,$36.40
L3213,$56.25
L3214,$49.79
L3215,$81.98
L3216,$70.91
L3217,$87.75
L3219,$69.85
L3221,$82.15
L3222,$103.22
L3224,$39.69
L3225,$45.72
L3230,$162.57
L3250,$183.74
L3251,$255.36
L3252,$157.92
L3253,$67.64
L3254,$65.38
L3255,$189.00
L3257,$54.93
L3260,$14.13
L3265,$26.62
L3300,$33.62
L3310,$52.49
L3320,$39.00
L3330,$364.95
L3332,$47.56
L3334,$24.60
L3340,$54.96
L3350,$14.76
L3360,$22.96
L3370,$31.98
L3380,$31.98
L3390,$31.98
L3400,$26.27
L3410,$59.87
L3420,$35.26
L3430,$103.34
L3440,$49.20
L3450,$68.07
L3455,$26.27
L3460,$22.14
L3465,$37.73
L3470,$40.18
L3480,$40.18
L3485,$27.68
L3500,$18.86
L3510,$18.86
L3520,$20.49
L3530,$20.49
L3540,$32.81
L3550,$5.75
L3560,$14.76
L3570,$54.96
L3580,$41.89
L3590,$34.44
L3595,$27.06
L3600,$49.20
L3610,$64.79
L3620,$49.20
L3630,$64.79
L3640,$27.88
L3650,$39.17
L3660,$72.69
L3670,$83.20
L3671,$528.80
L3674,$698.09
L3675,$105.86
L3677,$93.66
L3678,$37.70
L3702,$169.46
L3710,$81.64
L3720,$432.00
L3730,$595.38
L3740,$705.87
L3760,$293.48
L3761,$301.50
L3762,$63.10
L3763,$432.06
L3764,$487.95
L3765,$752.50
L3766,$796.84
L3806,$266.93
L3807,$146.74
L3808,$218.71
L3809,$147.88
L3891,$190.79
L3900,$854.61
L3901,"$1,061.38"
L3904,"$1,934.14"
L3905,$582.06
L3906,$260.98
L3908,$39.57
L3912,$62.64
L3913,$158.95
L3915,$311.96
L3916,$314.38
L3917,$61.99
L3918,$62.47
L3919,$158.95
L3921,$188.50
L3923,$57.46
L3924,$57.90
L3925,$32.60
L3927,$20.52
L3929,$51.63
L3930,$52.03
L3931,$120.44
L3933,$125.22
L3935,$129.65
L3956,$76.00
L3960,$485.40
L3961,$985.99
L3962,$473.88
L3967,"$1,164.16"
L3971,"$1,105.01"
L3973,"$1,164.16"
L3975,$985.99
L3976,$985.99
L3977,"$1,105.01"
L3978,"$1,164.16"
L3980,$204.18
L3981,$595.44
L3982,$246.56
L3984,$227.33
L3995,$22.11
L4000,$860.58
L4002,$26.86
L4010,$452.97
L4020,$581.34
L4030,$340.77
L4040,$275.51
L4045,$221.41
L4050,$278.65
L4055,$180.44
L4060,$214.50
L4070,$189.95
L4080,$68.27
L4090,$60.95
L4100,$70.40
L4110,$57.23
L4130,$334.87
L4205,$25.00
L4210,$57.50
L4350,$60.34
L4360,$186.89
L4361,$188.33
L4370,$127.42
L4386,$102.24
L4387,$103.03
L4392,$15.15
L4394,$11.06
L4396,$108.03
L4397,$108.86
L4398,$49.72
L4631,"$1,124.88"
L4631NU,"$1,124.88"
L5000,$366.96
L5010,$884.20
L5020,"$1,439.30"
L5050,"$1,666.78"
L5060,"$2,005.99"
L5100,"$1,687.98"
L5105,"$2,523.05"
L5150,"$2,550.46"
L5160,"$2,774.09"
L5200,"$2,399.24"
L5210,"$1,762.37"
L5220,"$2,003.25"
L5230,"$2,762.88"
L5250,"$3,768.32"
L5270,"$3,735.31"
L5280,"$3,697.96"
L5301,"$1,667.55"
L5312,"$2,472.30"
L5321,"$2,387.06"
L5331,"$3,377.77"
L5341,"$3,670.57"
L5400,$874.10
L5410,$303.45
L5420,"$1,103.96"
L5430,$365.47
L5450,$295.96
L5460,$396.03
L5500,$932.78
L5505,"$1,263.23"
L5510,"$1,057.37"
L5520,"$1,044.43"
L5530,"$1,254.45"
L5535,"$1,231.63"
L5540,"$1,314.53"
L5560,"$1,411.58"
L5570,"$1,467.54"
L5580,"$1,713.25"
L5585,"$1,858.23"
L5590,"$1,745.92"
L5595,"$2,924.35"
L5600,"$3,229.36"
L5610,"$1,503.67"
L5611,"$1,170.16"
L5613,"$1,779.88"
L5614,"$1,101.18"
L5615,"$6,612.38"
L5615NU,"$17,411.83"
L5615RR,"$1,339.37"
L5616,$986.40
L5617,$367.46
L5618,$204.26
L5620,$201.92
L5622,$263.30
L5624,$264.10
L5626,$346.27
L5628,$350.66
L5629,$230.81
L5630,$325.95
L5631,$319.11
L5632,$161.26
L5634,$220.97
L5636,$185.11
L5637,$209.81
L5638,$353.46
L5639,$814.29
L5640,$464.41
L5642,$449.98
L5643,"$1,130.41"
L5644,$428.97
L5645,$579.49
L5646,$398.00
L5647,$577.73
L5648,$478.16
L5649,"$1,382.85"
L5650,$354.55
L5651,$872.19
L5652,$316.64
L5653,$422.69
L5654,$240.86
L5655,$192.64
L5656,$269.42
L5658,$264.07
L5661,$441.97
L5665,$371.88
L5666,$50.84
L5668,$73.34
L5670,$197.15
L5671,$361.33
L5672,$216.57
L5673,$485.31
L5676,$263.18
L5677,$358.10
L5678,$28.84
L5679,$404.41
L5680,$221.06
L5681,$858.60
L5682,$454.21
L5683,$858.60
L5684,$34.96
L5685,$83.58
L5686,$37.10
L5688,$44.36
L5690,$71.07
L5692,$96.51
L5694,$131.76
L5695,$118.44
L5696,$134.38
L5697,$58.31
L5698,$75.76
L5699,$135.42
L5700,"$1,988.94"
L5701,"$2,469.43"
L5702,"$3,155.49"
L5703,"$1,519.27"
L5704,$382.42
L5705,$674.65
L5706,$661.90
L5707,$898.44
L5710,$261.22
L5711,$379.23
L5712,$312.95
L5714,$303.78
L5716,$529.34
L5718,$661.62
L5722,$655.74
L5724,"$1,096.25"
L5726,"$1,263.41"
L5728,"$1,728.17"
L5780,$831.52
L5781,"$2,611.05"
L5782,"$2,752.64"
L5783,"$2,412.74"
L5783NU,"$2,412.74"
L5783RR,$185.60
L5783UE,"$1,809.56"
L5785,$377.34
L5790,$522.23
L5795,$779.80
L5810,$353.67
L5811,$529.69
L5812,$410.56
L5814,"$2,423.56"
L5816,$617.66
L5818,$697.46
L5822,"$1,236.77"
L5824,"$1,113.80"
L5826,"$2,050.70"
L5827,"$5,738.75"
L5827NU,"$5,738.75"
L5827RR,$441.44
L5827UE,"$4,304.06"
L5828,"$2,050.96"
L5830,"$1,378.13"
L5840,"$2,461.64"
L5841,"$2,422.25"
L5841NU,"$2,422.25"
L5841RR,$186.33
L5841UE,"$1,816.69"
L5845,"$1,169.66"
L5848,$701.72
L5850,$92.91
L5855,$224.29
L5856,"$15,688.19"
L5857,"$5,581.39"
L5858,"$12,128.12"
L5859,"$9,476.36"
L5910,$263.04
L5920,$385.43
L5925,$244.03
L5926,$696.17
L5926NU,$696.17
L5926RR,$53.55
L5930,"$2,210.58"
L5940,$364.30
L5950,$565.05
L5960,$700.16
L5961,"$3,053.28"
L5962,$426.90
L5964,$680.18
L5966,$866.71
L5968,"$2,371.39"
L5969,"$9,832.63"
L5970,$147.50
L5971,$147.50
L5972,$255.97
L5973,"$11,387.93"
L5974,$169.24
L5975,$302.54
L5976,$406.73
L5978,$211.96
L5979,"$1,657.18"
L5980,"$2,692.82"
L5981,"$2,091.80"
L5982,$419.87
L5984,$413.75
L5985,$185.45
L5986,$460.39
L5987,"$4,694.43"
L5988,"$1,303.64"
L5990,"$1,183.89"
L5991,"$8,775.39"
L5991NU,"$8,775.39"
L5991RR,$675.03
L5991UE,"$6,581.54"
L6000,$965.00
L6010,"$1,073.88"
L6020,"$1,001.23"
L6026,"$2,716.85"
L6050,"$1,379.65"
L6055,"$1,922.87"
L6100,"$1,397.80"
L6110,"$1,482.60"
L6120,"$1,727.76"
L6130,"$1,880.12"
L6200,"$1,981.34"
L6205,"$2,644.78"
L6250,"$1,950.30"
L6300,"$2,705.83"
L6310,"$2,203.96"
L6320,"$1,241.18"
L6350,"$2,844.77"
L6360,"$2,313.32"
L6370,"$1,475.13"
L6380,$835.41
L6382,"$1,075.45"
L6384,"$1,384.72"
L6386,$291.67
L6388,$319.29
L6400,"$1,685.25"
L6450,"$2,239.17"
L6500,"$2,241.00"
L6550,"$2,769.47"
L6570,"$3,178.82"
L6580,"$1,135.28"
L6582,$999.58
L6584,"$1,486.55"
L6586,"$1,367.89"
L6588,"$2,052.83"
L6590,"$1,910.77"
L6600,$136.23
L6605,$134.51
L6610,$120.92
L6611,$268.69
L6615,$126.17
L6616,$47.12
L6620,$220.22
L6621,"$1,492.65"
L6623,$465.88
L6624,"$2,457.65"
L6625,$386.27
L6628,$347.92
L6629,$106.26
L6630,$156.52
L6632,$47.19
L6635,$127.93
L6637,$266.68
L6638,"$1,631.91"
L6640,$203.45
L6641,$116.51
L6642,$157.93
L6645,$231.85
L6646,"$2,058.28"
L6647,$338.84
L6648,"$2,122.75"
L6650,$245.84
L6655,$54.56
L6660,$66.74
L6665,$33.45
L6670,$34.90
L6672,$122.46
L6675,$87.22
L6676,$88.08
L6677,$193.59
L6680,$168.50
L6682,$186.30
L6684,$253.16
L6686,$428.77
L6687,$418.93
L6688,$384.75
L6689,$489.36
L6690,$499.40
L6691,$250.71
L6692,$406.16
L6693,"$1,852.65"
L6694,$485.31
L6695,$404.41
L6696,$858.60
L6697,$858.60
L6698,$361.33
L6700,"$23,145.25"
L6700NU,"$23,145.25"
L6700RR,"$1,780.40"
L6700UE,"$17,358.94"
L6703,$236.10
L6704,$425.34
L6706,$253.42
L6707,$934.03
L6708,$607.51
L6709,$879.91
L6711,$438.73
L6712,$807.80
L6713,"$1,019.52"
L6714,$863.52
L6715,"$2,052.73"
L6721,"$1,534.83"
L6722,"$1,323.13"
L6805,$247.10
L6810,$136.07
L6880,"$15,534.59"
L6881,"$2,667.87"
L6882,"$2,023.71"
L6883,"$1,152.52"
L6884,"$1,621.42"
L6885,"$2,313.32"
L6890,$123.53
L6895,$405.55
L6900,"$1,097.01"
L6905,"$1,066.33"
L6910,"$1,038.82"
L6915,$455.39
L6920,"$4,846.97"
L6925,"$5,595.76"
L6930,"$4,877.03"
L6935,"$5,700.52"
L6940,"$6,372.16"
L6945,"$7,413.26"
L6950,"$7,242.85"
L6955,"$8,674.33"
L6960,"$8,748.73"
L6965,"$10,293.27"
L6970,"$10,592.69"
L6975,"$11,606.23"
L7007,"$2,499.16"
L7008,"$3,933.42"
L7009,"$2,549.94"
L7040,"$2,047.51"
L7045,"$1,173.91"
L7170,"$4,258.53"
L7180,"$23,725.35"
L7181,"$26,785.66"
L7185,"$4,312.33"
L7186,"$6,424.31"
L7190,"$5,486.62"
L7191,"$6,713.03"
L7259,"$2,315.92"
L7360,$165.15
L7362,$181.96
L7364,$289.40
L7366,$389.84
L7367,$254.13
L7368,$433.67
L7400,$200.01
L7401,$223.91
L7402,$241.80
L7403,$240.32
L7404,$362.71
L7405,$474.36
L7406,"$2,470.64"
L7406NU,"$2,470.64"
L7406RR,$190.05
L7406UE,"$1,852.98"
L7510,$35.81
L7520,$30.05
L7600,$3.73
L7700,$100.48
L7900,$325.66
L7902,$12.29
L8000,$29.62
L8001,$89.37
L8002,$117.55
L8010,$45.00
L8015,$43.79
L8020,$162.69
L8030,$250.17
L8031,$250.17
L8032,$27.98
L8033,$38.74
L8035,"$2,610.27"
L8040,"$1,616.26"
L8040KM,"$1,525.88"
L8040KN,$642.48
L8041,"$1,948.54"
L8041KM,"$1,839.19"
L8041KN,$774.41
L8042,"$2,188.92"
L8042KM,"$2,066.51"
L8042KN,$870.12
L8043,"$2,451.59"
L8043KM,"$2,314.50"
L8043KN,$974.53
L8044,"$2,714.26"
L8044KM,"$2,562.48"
L8044KN,"$1,078.94"
L8045,"$1,785.98"
L8045KM,"$1,686.11"
L8045KN,$709.94
L8046,"$1,751.13"
L8046KM,"$1,653.22"
L8046KN,$696.08
L8047,$897.46
L8047KM,$847.27
L8047KN,$356.74
L8049,$25.00
L8300,$61.26
L8310,$96.73
L8320,$38.83
L8330,$35.86
L8400,$11.43
L8410,$15.05
L8415,$15.57
L8417,$49.05
L8420,$14.13
L8430,$16.09
L8435,$15.28
L8440,$30.37
L8460,$48.40
L8465,$35.43
L8470,$4.84
L8480,$6.68
L8485,$8.08
L8500,$479.31
L8501,$87.73
L8505,$59.00
L8507,$27.34
L8509,$71.27
L8510,$164.90
L8511,$47.47
L8512,$1.42
L8513,$3.40
L8514,$61.54
L8515,$41.91
L8600,$453.52
L8603,$286.40
L8605,$465.68
L8606,$143.61
L8607,$27.82
L8609,"$4,252.85"
L8610,$425.10
L8612,$441.60
L8613,$186.75
L8614,"$12,622.20"
L8615,$319.70
L8616,$107.65
L8617,$78.86
L8618,$22.54
L8619,"$7,134.07"
L8621,$0.53
L8622,$0.35
L8623,$52.44
L8624,$138.59
L8625,$186.00
L8627,"$6,058.70"
L8628,"$1,075.37"
L8629,$153.90
L8630,$244.69
L8631,"$1,436.07"
L8641,$254.23
L8642,$206.21
L8658,$221.67
L8659,"$1,259.58"
L8670,$363.85
L8678,$13.74
L8678RR,$1.06
L8678UE,$10.31
L8679,"$5,473.79"
L8680,$303.30
L8681,$783.50
L8682,"$3,935.44"
L8683,"$3,464.09"
L8684,$494.56
L8685,"$8,632.34"
L8686,"$5,508.11"
L8687,"$11,234.74"
L8688,"$7,168.25"
L8689,"$1,125.93"
L8690,"$3,541.41"
L8691,"$1,857.06"
L8692,"$2,383.53"
L8693,"$1,303.27"
L8694,$930.03
L8695,$10.87
L8696,$161.45
L8701,"$26,784.72"
L8701NU,"$26,784.72"
L8702,"$52,697.39"
L8702NU,"$52,697.39"
Q0478,$136.88
Q0478NU,$136.88
Q0479,"$8,996.52"
Q0479NU,"$8,996.52"
Q0480,"$67,087.83"
Q0480NU,"$67,087.83"
Q0480UE,"$37,569.19"
Q0481,"$10,823.85"
Q0481NU,"$10,823.85"
Q0481UE,"$6,061.35"
Q0482,"$3,390.23"
Q0482NU,"$3,390.23"
Q0482UE,"$1,898.53"
Q0483,"$13,966.23"
Q0483NU,"$13,966.23"
Q0483UE,"$7,821.09"
Q0484,"$2,712.20"
Q0484NU,"$2,712.20"
Q0484UE,"$1,518.83"
Q0485,$261.86
Q0485NU,$261.86
Q0485UE,$146.64
Q0486,$217.94
Q0486NU,$217.94
Q0486UE,$122.05
Q0487,$254.27
Q0487NU,$254.27
Q0487UE,$142.39
Q0489,"$12,107.96"
Q0489NU,"$12,107.96"
Q0489UE,"$6,780.46"
Q0490,$523.74
Q0490NU,$523.74
Q0490UE,$293.29
Q0491,$823.36
Q0491NU,$823.36
Q0491UE,$461.08
Q0492,$66.34
Q0492NU,$66.34
Q0492UE,$37.15
Q0493,$188.87
Q0493NU,$188.87
Q0493UE,$105.77
Q0494,$159.83
Q0494NU,$159.83
Q0494UE,$89.50
Q0495,"$3,111.44"
Q0495NU,"$3,111.44"
Q0495UE,"$1,742.41"
Q0496,"$1,116.75"
Q0496NU,"$1,116.75"
Q0496UE,$625.38
Q0497,$348.71
Q0497NU,$348.71
Q0497UE,$195.28
Q0498,$382.62
Q0498NU,$382.62
Q0498UE,$214.26
Q0499,$124.31
Q0499NU,$124.31
Q0499UE,$69.62
Q0500,$22.74
Q0500NU,$22.74
Q0500UE,$12.74
Q0501,$380.41
Q0501NU,$380.41
Q0501UE,$213.03
Q0502,$484.31
Q0502NU,$484.31
Q0502UE,$271.21
Q0503,$968.64
Q0503NU,$968.64
Q0503UE,$542.44
Q0504,$511.12
Q0504NU,$511.12
Q0504UE,$286.23
Q0506,$636.23
Q0506NU,$636.23
Q9991,"$1,887.58"
Q9992,"$1,887.58"
S1040,"$2,100.00"
S8096,$9.00
S8097,$18.00
S8100,$6.80
S8101,$15.30
S8186,$3.40
S8210,$1.75
S8265,$20.40
S8270,$58.61
S8420,$190.00
S8421,$70.00
S8422,$131.25
S8423,$157.50
S8424,$78.75
S8425,$117.19
S8426,$140.63
S8427,$93.75
S8428,$30.00
S8429,$38.00
S8430,$20.00
S8431,$5.00
S8450,$4.00
S8451,$15.00
S8452,$15.00
S8460,$45.00
S8490,$15.30
S8999,$26.35
S9433,$14.00
S9434,$2.55
S9435,$13.60
T2101,$5.12
T4521,$0.33
T4522,$0.29
T4523,$0.39
T4524,$0.52
T4525,$0.42
T4526,$0.36
T4527,$0.40
T4528,$0.52
T4529,$0.20
T4530,$0.23
T4531,$0.32
T4532,$0.36
T4533,$0.39
T4534,$0.39
T4535,$0.14
T4536,$0.45
T4537,$7.38
T4538,$0.53
T4538RR,$0.04
T4539,$1.00
T4540,$9.35
T4541,$0.28
T4542,$0.17
T4543,$0.86
T4544,$0.85
T5001,$175.00
V2623,$801.20
V2624,$54.87
V2625,$333.52
V2626,$179.78
V2627,"$1,150.10"
V2628,$274.16
V5008,$27.92
V5010,$42.25
V5011,$40.16
V5014,$178.77
V5020,$92.44
V5030,$589.17
V5040,$761.22
V5050,$464.58
V5060,$479.21
V5070,$570.99
V5080,$534.16
V5090,$172.15
V5100,$709.31
V5110,$403.21
V5120,$805.26
V5130,$816.46
V5140,$803.13
V5150,$808.19
V5160,$297.29
V5170,$876.57
V5180,$845.94
V5190,$609.77
V5200,$197.12
V5210,$905.72
V5220,$917.39
V5230,$788.88
V5240,$284.25
V5241,$208.84
V5242,$310.53
V5243,$370.40
V5244,$445.15
V5245,$436.67
V5246,$688.15
V5247,$724.16
V5248,$630.76
V5249,$772.25
V5250,$902.81
V5251,$885.83
V5252,"$1,169.54"
V5253,"$1,161.91"
V5254,$562.56
V5255,$764.17
V5256,$686.32
V5257,$666.12
V5258,"$1,569.12"
V5259,"$1,540.83"
V5260,"$1,378.89"
V5261,"$1,206.16"
V5262,$350.00
V5263,$700.00
V5264,$35.16
V5265,$34.25
V5266,$2.09
V5267,$24.73
V5336,$150.00
Y2032,$375.00
Y9167,$4.00
